NIE,est_nomb_sexo,opcion_nombre,gra_nombre,sede_codigo,sede_nombre,sede_nomb_depto,sede_nomb_mun,sede_sector,sede_zona,realista,cientifico,artistico,social,emprendedor,oficina,LUGAR1,LUGAR2,LUGAR3,LUGAR4,LUGAR5,LUGAR6,codigo_ocupacional,Grupo_Ocupacional_1,Grupo_Ocupacional_2,Grupo_Ocupacional_3,Grupo_Ocupacional_4,secc_codigo
6537217,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12617,COMPLEJO EDUCATIVO CANTÓN SAMURIA,USULUTAN,JUCUARAN,CED_OFI,Rural,7,6,11,13,17,18,Oficina,Emprendedor,Social,Artístico,Realista,Científico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,A
6537215,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12617,COMPLEJO EDUCATIVO CANTÓN SAMURIA,USULUTAN,JUCUARAN,CED_OFI,Rural,24,17,17,21,26,25,Emprendedor,Oficina,Realista,Social,Científico,Artístico,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
4659906,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12617,COMPLEJO EDUCATIVO CANTÓN SAMURIA,USULUTAN,JUCUARAN,CED_OFI,Rural,31,30,30,33,28,28,Social,Realista,Científico,Artístico,Emprendedor,Oficina,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
4659902,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12617,COMPLEJO EDUCATIVO CANTÓN SAMURIA,USULUTAN,JUCUARAN,CED_OFI,Rural,28,12,12,11,13,14,Realista,Oficina,Emprendedor,Científico,Artístico,Social,Realista-Oficina,Oficio ,"Soporte administrativo, trabajo de oficina",Transporte,Educación Fisica y Deporte,A
6537216,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12617,COMPLEJO EDUCATIVO CANTÓN SAMURIA,USULUTAN,JUCUARAN,CED_OFI,Rural,19,11,7,7,7,14,Realista,Oficina,Científico,Artístico,Social,Emprendedor,Realista-Oficina,Oficio ,"Soporte administrativo, trabajo de oficina",Transporte,Educación Fisica y Deporte,A
4235614,Mujer,---,SEGUNDO AÑO,12619,COMPLEJO EDUCATIVO CANTÓN EL ESPINO,USULUTAN,JUCUARAN,CED_OFI,Rural,9,14,25,28,20,17,Social,Artístico,Emprendedor,Oficina,Científico,Realista,Social-Artístico,Servicios Sociales,Educación y Cultura,Artísticos,Humanidades y Ciencias Sociales,A
6537211,Mujer,---,SEGUNDO AÑO,12619,COMPLEJO EDUCATIVO CANTÓN EL ESPINO,USULUTAN,JUCUARAN,CED_OFI,Rural,16,15,19,21,27,18,Emprendedor,Social,Artístico,Oficina,Realista,Científico,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
6405022,Mujer,---,SEGUNDO AÑO,12619,COMPLEJO EDUCATIVO CANTÓN EL ESPINO,USULUTAN,JUCUARAN,CED_OFI,Rural,16,19,15,24,20,18,Social,Emprendedor,Científico,Oficina,Realista,Artístico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
3011197,Mujer,---,SEGUNDO AÑO,12619,COMPLEJO EDUCATIVO CANTÓN EL ESPINO,USULUTAN,JUCUARAN,CED_OFI,Rural,23,26,30,29,31,30,Emprendedor,Artístico,Oficina,Social,Científico,Realista,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
3011198,Mujer,---,SEGUNDO AÑO,12619,COMPLEJO EDUCATIVO CANTÓN EL ESPINO,USULUTAN,JUCUARAN,CED_OFI,Rural,6,12,13,25,18,14,Social,Emprendedor,Oficina,Artístico,Científico,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
4985667,Mujer,---,SEGUNDO AÑO,12619,COMPLEJO EDUCATIVO CANTÓN EL ESPINO,USULUTAN,JUCUARAN,CED_OFI,Rural,17,13,19,15,13,18,Artístico,Oficina,Realista,Social,Científico,Emprendedor,Artístico-Oficina,Artísticos,"Soporte administrativo, trabajo de oficina",Educación y Cultura,---,A
20231106,Mujer,---,SEGUNDO AÑO,12619,COMPLEJO EDUCATIVO CANTÓN EL ESPINO,USULUTAN,JUCUARAN,CED_OFI,Rural,11,13,15,21,18,20,Social,Oficina,Emprendedor,Artístico,Científico,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
6404798,Mujer,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,9,27,19,33,34,31,Emprendedor,Social,Oficina,Científico,Artístico,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
4660408,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,23,24,23,21,32,23,Emprendedor,Científico,Realista,Artístico,Oficina,Social,Emprendedor-Científico,Comercial,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,---,A
6537121,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,11,12,12,18,16,15,Social,Emprendedor,Oficina,Científico,Artístico,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
6537113,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,20,15,12,13,10,11,Realista,Científico,Social,Artístico,Oficina,Emprendedor,Realista-Científico,Oficio ,"Agropecuarios, pesca y mineria",Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,A
6537108,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,27,28,29,31,31,29,Social,Emprendedor,Artístico,Oficina,Científico,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19760442,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,22,20,13,24,17,18,Social,Realista,Científico,Oficina,Emprendedor,Artístico,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
6404784,Mujer,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,6,10,15,13,14,17,Oficina,Artístico,Emprendedor,Social,Científico,Realista,Oficina-Artístico,"Soporte administrativo, trabajo de oficina",Artísticos,Humanidades y Ciencias Sociales,---,A
4660406,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,30,28,30,29,29,29,Realista,Artístico,Social,Emprendedor,Oficina,Científico,Realista-Artístico,"Agropecuarios, pesca y mineria",Artísticos,Oficio ,Educación Fisica y Deporte,A
4985696,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,32,29,24,31,32,26,Realista,Emprendedor,Social,Científico,Oficina,Artístico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
6404777,Hombre,---,SEGUNDO AÑO,80086,"COMPLEJO EDUCATIVO ""ALICIA CISNEROS DE ZELAYANDÍA""",USULUTAN,JUCUARAN,CED_OFI,Rural,15,24,17,29,30,28,Emprendedor,Social,Oficina,Científico,Artístico,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
19760569,Mujer,SERVICIOS TURÍSTICOS.,SEGUNDO AÑO,12602,INSTITUTO NACIONAL DE JUCUARAN,USULUTAN,JUCUARAN,CED_OFI,Urbana,10,18,20,20,23,21,Emprendedor,Oficina,Artístico,Social,Científico,Realista,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
20128601,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12861,INSTITUTO NACIONAL DE CHIRILAGUA,SAN MIGUEL,CHIRILAGUA,CED_OFI,Urbana,21,15,22,18,25,17,Emprendedor,Artístico,Realista,Social,Oficina,Científico,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
5103412,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12861,INSTITUTO NACIONAL DE CHIRILAGUA,SAN MIGUEL,CHIRILAGUA,CED_OFI,Urbana,14,17,27,17,28,21,Emprendedor,Artístico,Oficina,Científico,Social,Realista,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
20101296,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12861,INSTITUTO NACIONAL DE CHIRILAGUA,SAN MIGUEL,CHIRILAGUA,CED_OFI,Urbana,4,11,13,9,16,13,Emprendedor,Artístico,Oficina,Científico,Social,Realista,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
20128606,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12861,INSTITUTO NACIONAL DE CHIRILAGUA,SAN MIGUEL,CHIRILAGUA,CED_OFI,Urbana,9,14,16,17,27,22,Emprendedor,Oficina,Social,Artístico,Científico,Realista,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
5579351,Mujer,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,21,25,25,34,31,30,Social,Emprendedor,Oficina,Científico,Artístico,Realista,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
5579341,Hombre,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,23,20,18,27,28,21,Emprendedor,Social,Realista,Oficina,Científico,Artístico,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
19759596,Hombre,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,19,26,19,21,20,17,Científico,Social,Emprendedor,Realista,Artístico,Oficina,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,A
5579353,Mujer,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,20,31,27,20,27,20,Científico,Artístico,Emprendedor,Realista,Social,Oficina,Científico-Artístico,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Artísticos,Ciencia de Salud,A
19759554,Hombre,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,23,25,14,21,22,23,Científico,Realista,Oficina,Emprendedor,Social,Artístico,Científico-Realista,Técnicos Tecnológicos,Ciencia de Naturaleza y Matemáticas,Oficio ,"Agropecuarios, pesca y mineria",A
19759562,Hombre,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,19,29,23,21,22,26,Científico,Oficina,Artístico,Emprendedor,Social,Realista,Científico-Oficina,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,"Soporte administrativo, trabajo de oficina",Humanidades y Ciencias Sociales,A
19759563,Mujer,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,15,20,26,26,27,23,Emprendedor,Artístico,Social,Oficina,Científico,Realista,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
19749835,Mujer,---,SEGUNDO AÑO,12645,"COMPLEJO EDUCATIVO ""CANTÓN  LA BREÑA""",USULUTAN,OZATLAN,CED_OFI,Rural,15,20,14,18,13,15,Científico,Social,Realista,Oficina,Artístico,Emprendedor,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,A
19759493,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,12738,INSTITUTO NACIONAL DE USULUTAN,USULUTAN,USULUTAN,CED_OFI,Urbana,13,19,17,25,16,20,Social,Oficina,Científico,Artístico,Emprendedor,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
19759476,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,12738,INSTITUTO NACIONAL DE USULUTAN,USULUTAN,USULUTAN,CED_OFI,Urbana,9,7,12,11,10,12,Artístico,Oficina,Social,Emprendedor,Realista,Científico,Artístico-Oficina,Artísticos,"Soporte administrativo, trabajo de oficina",Educación y Cultura,---,A
19911543,Mujer,DESARROLLO DE SOFTWARE,SEGUNDO AÑO,12738,INSTITUTO NACIONAL DE USULUTAN,USULUTAN,USULUTAN,CED_OFI,Urbana,12,7,22,13,16,16,Artístico,Emprendedor,Oficina,Social,Realista,Científico,Artístico-Emprendedor,Artísticos,Comercial,Servicios Sociales,Humanidades y Ciencias Sociales,B
2935450,Mujer,---,SEGUNDO AÑO,12771,"COMPLEJO EDUCATIVO ""BASILIO BLANDÓN""",USULUTAN,USULUTAN,CED_OFI,Urbana,11,23,14,15,13,15,Científico,Social,Oficina,Artístico,Emprendedor,Realista,Científico-Social,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Humanidades y Ciencias Sociales,Educación y Cultura,A
7320810,Mujer,---,SEGUNDO AÑO,11546,"INSTITUTO NACIONAL ""GENERAL MANUEL JOSÉ ARCE""",SAN SALVADOR,SAN SALVADOR,CED_OFI,Urbana,12,18,32,24,33,33,Emprendedor,Oficina,Artístico,Social,Científico,Realista,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,E
19759593,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,19,21,18,26,25,25,Social,Emprendedor,Oficina,Científico,Realista,Artístico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,B
19759589,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,31,25,18,24,33,27,Emprendedor,Realista,Oficina,Científico,Social,Artístico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,B
19759700,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,8,15,15,17,14,12,Social,Científico,Artístico,Emprendedor,Oficina,Realista,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,A
19759743,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,20,16,19,16,16,9,Realista,Artístico,Científico,Social,Emprendedor,Oficina,Realista-Artístico,"Agropecuarios, pesca y mineria",Artísticos,Oficio ,Educación Fisica y Deporte,A
19759702,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,24,23,19,27,30,30,Emprendedor,Oficina,Social,Realista,Científico,Artístico,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
19759518,Hombre,---,SEGUNDO AÑO,12734,"COMPLEJO EDUCATIVO ""DE TECAPAN""",USULUTAN,TECAPAN,CED_OFI,Urbana,31,28,19,22,31,25,Realista,Emprendedor,Científico,Oficina,Social,Artístico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,A
19759513,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,16,13,6,16,8,10,Realista,Social,Científico,Oficina,Emprendedor,Artístico,Realista-Social,Oficio ,Servicios Sociales,Cuerpos de Seguridad y servicios de protección,---,A
19759679,Mujer,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,25,20,16,24,27,25,Emprendedor,Realista,Oficina,Social,Científico,Artístico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,B
19759778,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,21,20,18,27,26,22,Social,Emprendedor,Oficina,Realista,Científico,Artístico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19759762,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,21,24,24,21,15,18,Científico,Artístico,Realista,Social,Oficina,Emprendedor,Científico-Artístico,Ciencia de Naturaleza y Matemáticas,Técnicos Tecnológicos,Artísticos,Ciencia de Salud,B
5304904,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,15,12,11,16,10,13,Social,Realista,Oficina,Científico,Artístico,Emprendedor,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
19759587,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,8,13,15,17,21,14,Emprendedor,Social,Artístico,Oficina,Científico,Realista,Emprendedor-Social,Comercial,Humanidades y Ciencias Sociales,Servicios Sociales,Educación y Cultura,A
5304887,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,6,11,18,14,15,15,Artístico,Emprendedor,Oficina,Social,Científico,Realista,Artístico-Emprendedor,Artísticos,Comercial,Servicios Sociales,Humanidades y Ciencias Sociales,A
19759588,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,5,14,12,13,21,20,Emprendedor,Oficina,Científico,Social,Artístico,Realista,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,B
20279715,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,16,13,15,18,20,27,Oficina,Emprendedor,Social,Realista,Artístico,Científico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,A
20133310,Hombre,MANTENIMIENTO AUTOMOTRIZ,SEGUNDO AÑO,12738,INSTITUTO NACIONAL DE USULUTAN,USULUTAN,USULUTAN,CED_OFI,Urbana,16,10,8,10,11,9,Realista,Emprendedor,Científico,Social,Oficina,Artístico,Realista-Emprendedor,Oficio ,"Agropecuarios, pesca y mineria",Comercial,Transporte,B
19759737,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,25,30,24,31,28,29,Social,Científico,Oficina,Emprendedor,Realista,Artístico,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,A
19759625,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,28,26,19,29,23,21,Social,Realista,Científico,Emprendedor,Oficina,Artístico,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
19759745,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,10,9,22,15,12,6,Artístico,Social,Emprendedor,Realista,Científico,Oficina,Artístico-Social,Artísticos,Educación y Cultura,Humanidades y Ciencias Sociales,Servicios Sociales,A
19759606,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,15,24,10,26,19,24,Social,Científico,Oficina,Emprendedor,Realista,Artístico,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,A
19759727,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,10,6,7,15,7,11,Social,Oficina,Realista,Artístico,Emprendedor,Científico,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
7320151,Mujer,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,13,5,16,15,18,15,Emprendedor,Artístico,Social,Oficina,Realista,Científico,Emprendedor-Artístico,Comercial,Artísticos,Educación y Cultura,Servicios Sociales,A
4329110,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,21,17,18,23,17,17,Social,Realista,Artístico,Científico,Emprendedor,Oficina,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
19759765,Hombre,SALUD Y BIENESTAR SOCIAL.,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,17,12,10,19,11,12,Social,Realista,Científico,Oficina,Emprendedor,Artístico,Social-Realista,Servicios Sociales,Oficio ,Educación y Cultura,---,A
19759742,Mujer,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,19,16,27,20,30,28,Emprendedor,Oficina,Artístico,Social,Realista,Científico,Emprendedor-Oficina,Comercial,"Soporte administrativo, trabajo de oficina",Servicios Sociales,Educación y Cultura,A
19911517,Mujer,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,10,12,12,15,11,12,Social,Científico,Artístico,Oficina,Emprendedor,Realista,Social-Científico,Servicios Sociales,Ciencia de Salud,Ciencia de Naturaleza y Matemáticas,Educación y Cultura,A
19759782,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,14,7,10,12,16,10,Emprendedor,Realista,Social,Artístico,Oficina,Científico,Emprendedor-Realista,Comercial,Transporte,"Agropecuarios, pesca y mineria",Oficio ,A
19749849,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,17,19,14,29,27,29,Social,Oficina,Emprendedor,Científico,Realista,Artístico,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,A
19759721,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,24,21,19,31,29,28,Social,Emprendedor,Oficina,Realista,Científico,Artístico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19759723,Hombre,SERVICIOS TURÍSTICOS.,SEGUNDO AÑO,12714,INSTITUTO NACIONAL DE SANTIAGO DE MARÍA,USULUTAN,SANTIAGO DE MARIA,CED_OFI,Urbana,12,12,12,13,15,23,Oficina,Emprendedor,Social,Realista,Científico,Artístico,Oficina-Emprendedor,"Soporte administrativo, trabajo de oficina",Comercial,Servicios Sociales,Educación y Cultura,A
19911629,Hombre,ADMINISTRATIVO CONTABLE,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,19,22,18,20,22,21,Científico,Emprendedor,Oficina,Social,Realista,Artístico,Científico-Emprendedor,Técnicos Tecnológicos,Comercial,Humanidades y Ciencias Sociales,---,A
19911440,Mujer,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,16,16,19,25,22,17,Social,Emprendedor,Artístico,Oficina,Realista,Científico,Social-Emprendedor,Servicios Sociales,Comercial,Humanidades y Ciencias Sociales,Cuerpos de Seguridad y servicios de protección,A
19759527,Hombre,---,SEGUNDO AÑO,14791,"INSTITUTO NACIONAL DE OZATLÁN  ""ANA SILVIA PARADA""",USULUTAN,OZATLAN,CED_OFI,Urbana,14,19,20,31,19,24,Social,Oficina,Artístico,Científico,Emprendedor,Realista,Social-Oficina,Servicios Sociales,"Soporte administrativo, trabajo de oficina",Cuerpos de Seguridad y servicios de protección,Humanidades y Ciencias Sociales,B
